elapsed_s	offset_ns	freq_ppb
3415.001	-3	10140
3416.001	0	10143
3417.001	-5	10138
3418.001	8	10149
3419.001	-3	10140
3420.001	0	10143
3421.001	1	10144
3422.001	2	10145
3423.001	1	10144
3424.001	-6	10138
3425.001	7	10149
3426.001	-5	10139
3427.001	6	10149
3428.001	2	10146
3429.000	-7	10138
3430.001	5	10148
3431.001	1	10145
3432.001	6	10151
3433.001	-7	10139
3434.001	4	10148
3435.001	-1	10145
3436.001	-1	10144
3437.001	-2	10143
3438.001	6	10150
3439.001	-1	10145
3440.001	-2	10144
3441.001	-2	10143
3442.001	5	10150
3443.001	-7	10139
3444.001	4	10148
3445.001	-6	10139
3446.001	-2	10141
3447.001	7	10150
3448.001	-5	10140
3449.001	5	10148
3450.001	-6	10139
3451.001	6	10149
3452.001	-6	10139
3453.001	5	10148
3454.001	-5	10140
3455.001	-1	10142
3456.001	-6	10137
3457.001	8	10149
3458.001	-4	10139
3459.001	1	10143
3460.001	-5	10138
3461.001	-5	10136
3462.001	3	10143
3463.001	-2	10138
3464.001	10	10150
3465.001	-9	10134
3466.001	1	10141
3467.001	-3	10137
3468.001	4	10144
3469.001	-2	10139
3470.000	-4	10136
3471.001	4	10143
3472.001	-1	10139
3473.001	4	10144
3474.001	-3	10138
3475.001	10	10150
3476.001	-10	10133
3477.001	1	10141
3478.001	-2	10138
3479.001	3	10143
3480.001	-2	10139
3481.001	-4	10136
3482.001	-2	10137
3483.001	5	10143
3484.001	-1	10139
3485.001	-2	10138
3486.001	4	10143
3487.001	-2	10138
3488.001	4	10144
3489.001	-2	10139
3490.001	-3	10137
3491.001	4	10143
3492.001	-8	10132
3493.001	3	10141
3494.001	-7	10132
3495.001	5	10142
3496.001	1	10139
3497.001	-7	10132
3498.001	5	10142
3499.001	-6	10132
3500.001	6	10142
3501.001	1	10139
3502.001	6	10144
3503.001	-7	10133
3504.001	4	10142
3505.001	-7	10132
3506.000	5	10142
3507.001	0	10139
3508.001	5	10144
3509.001	-1	10139
3510.001	4	10144
3511.001	-9	10132
3512.001	9	10147
3513.001	-7	10134
3514.001	3	10142
3515.001	-1	10139
3516.001	-3	10137
3517.001	4	10143
3518.001	-7	10133
3519.001	4	10142
3520.001	0	10139
3521.001	5	10144
3522.001	-8	10132
3523.001	3	10141
3524.001	0	10139
3525.001	5	10144
3526.001	-2	10138
3527.001	4	10144
3528.001	-2	10139
3529.001	2	10142
3530.001	4	10145
3531.001	3	10145
3532.001	-5	10138
3533.001	-6	10136
3534.001	2	10142
3535.001	-2	10138
3536.001	4	10144
3537.001	-3	10138
3538.001	10	10150
3539.001	-9	10134
3540.001	-6	10134
3541.001	3	10142
3542.001	6	10146
3543.001	-9	10132
3544.001	3	10142
3545.001	-8	10132
3546.001	5	10142
3547.001	-7	10132
3548.001	6	10143
3549.001	1	10139
3550.000	-1	10138
3551.000	-1	10137
3552.000	-1	10137
3553.000	-1	10137
3554.000	0	10137
3555.001	-6	10131
3556.000	6	10142
3557.000	2	10139
3558.001	0	10138
3559.000	-7	10131
3560.001	0	10136
3561.001	-5	10131
3562.001	2	10136
3563.001	-4	10131
3564.001	9	10143
3565.001	4	10141
3566.000	-6	10132
3567.001	6	10142
3568.001	-11	10127
3569.001	6	10140
3570.001	-3	10133
3571.001	8	10143
3572.001	-5	10133
3573.001	7	10143
3574.001	1	10139
3575.001	-1	10138
3576.001	-1	10137
3577.001	-7	10131
3578.001	5	10141
3579.001	2	10139
3580.000	6	10144
3581.001	6	10146
3582.001	-8	10134
3583.000	2	10141
3584.001	-8	10132
3585.001	4	10141
3586.001	-7	10132
3587.001	5	10142
3588.000	2	10140
3589.001	-1	10138
3590.001	-1	10137
3591.001	5	10143
3592.001	6	10146
3593.001	-8	10133
3594.001	-4	10135
3595.001	-2	10136
3596.001	0	10137
3597.001	1	10138
3598.001	0	10137
3599.001	0	10137
3600.001	0	10137
3601.001	0	10137
3602.001	-6	10131
3603.001	0	10136
3604.001	-5	10131
3605.001	2	10136
3606.001	-3	10132
3607.001	3	10137
3608.001	-3	10132
3609.001	9	10143
3610.001	-2	10135
3611.001	0	10136
3612.001	-4	10132
3613.001	8	10143
3614.001	-4	10133
3615.001	7	10143
3616.001	-5	10133
3617.001	6	10143
3618.001	-6	10132
3619.001	6	10143
3620.001	-6	10132
3621.001	6	10143
3622.001	-5	10133
3623.001	5	10142
3624.001	1	10139
3625.001	-1	10138
3626.001	-1	10137
3627.001	5	10143
3628.001	-7	10133
3629.001	-2	10135
3630.001	0	10137
3631.001	1	10138
3632.001	-6	10131
3633.001	7	10142
3634.001	-4	10133
3635.001	0	10136
3636.001	-5	10131
3637.001	1	10136
3638.001	-4	10131
3639.001	3	10137
3640.001	-3	10132
3641.001	9	10143
3642.001	-2	10135
3643.001	1	10137
3644.001	-12	10124
3645.001	-5	10128
3646.001	5	10136
3647.001	6	10139
3648.001	-1	10133
3649.001	3	10137
3650.001	-3	10132
3651.001	9	10143
3652.001	-3	10134
3653.001	0	10136
3654.001	-5	10131
3655.001	8	10142
3656.001	4	10141
3657.001	-6	10132
3658.001	-1	10135
3659.001	-5	10131
3660.001	2	10136
3661.001	-4	10131
3662.001	9	10143
3663.001	-9	10128
3664.001	-5	10129
3665.001	10	10142
3666.001	-8	10127
3667.001	2	10135
3668.001	-2	10132
3669.001	4	10137
3670.001	5	10139
3671.001	-3	10133
3672.001	-5	10130
3673.001	3	10136
3674.001	4	10138
3675.001	-3	10132
3676.001	3	10137
3677.001	-4	10131
3678.001	9	10143
3679.001	3	10140
3680.001	-6	10132
3681.001	6	10142
3682.001	-4	10134
3683.001	-1	10136
3684.001	1	10137
3685.001	2	10139
3686.000	-6	10131
3687.001	7	10142
3688.001	-4	10133
3689.001	0	10136
3690.001	7	10143
3691.001	2	10140
3692.001	-1	10138
3693.001	-2	10137
3694.001	6	10144
3695.001	-7	10133
3696.001	-3	10135
3697.001	0	10137
3698.001	7	10144
3699.001	-6	10133
3700.001	5	10142
3701.001	1	10140
3702.001	5	10144
3703.001	-2	10138
3704.001	-2	10138
3705.001	4	10143
3706.001	-2	10138
3707.001	3	10143
3708.001	-8	10133
3709.001	3	10141
3710.001	-1	10138
3711.001	4	10143
3712.001	-7	10133
3713.001	3	10141
3714.001	6	10145
3715.001	-1	10140
3716.001	3	10143
3717.001	4	10145
3718.001	-4	10139
3719.001	-5	10136
3720.001	-4	10136
3721.001	4	10143
3722.001	-1	10139
3723.001	-3	10137
3724.001	5	10144
3725.001	-8	10132
3726.001	4	10142
3727.001	-7	10132
3728.001	5	10142
3729.001	8	10146
3730.001	-8	10133
3731.001	-3	10135
3732.001	-1	10136
3733.001	7	10144
3734.001	-6	10133
3735.001	-2	10135
3736.001	7	10144
3737.001	0	10139
3738.001	-1	10138
3739.001	5	10144
3740.001	-8	10132
3741.001	-3	10135
3742.001	7	10144
3743.001	-6	10133
3744.001	-2	10135
3745.001	1	10138
3746.001	1	10138
3747.001	0	10137
3748.001	-6	10131
3749.001	1	10136
3750.001	2	10138
3751.001	8	10144
3752.001	-5	10134
3753.001	-1	10136
3754.001	0	10137
3755.001	-12	10125
3756.001	1	10134
3757.001	4	10138
3758.001	-9	10126
3759.001	3	10135
3760.001	-1	10132
3761.001	-2	10131
3762.001	-2	10130
3763.001	0	10131
3764.001	-7	10124
3765.001	0	10129
3766.001	1	10130
3767.001	-4	10126
3768.001	1	10129
3769.001	3	10132
3770.001	-4	10126
3771.001	1	10129
3772.001	-4	10125
3773.001	3	10131
3774.001	10	10138
3775.001	-4	10127
3776.001	6	10136
3777.001	1	10133
3778.001	-1	10131
3779.001	-1	10131
3780.001	5	10137
3781.001	0	10133
3782.001	4	10137
3783.001	-9	10125
3784.001	3	10135
3785.001	-6	10127
3786.001	4	10135
3787.001	1	10133
3788.001	5	10137
3789.001	-1	10133
3790.001	-3	10131
3791.001	-2	10131
3792.001	4	10136
3793.001	-1	10132
3794.001	-2	10131
3795.001	5	10137
3796.001	-1	10133
3797.001	-3	10131
3798.001	-3	10130
3799.001	5	10137
3800.001	0	10133
3801.001	-3	10130
3802.001	5	10137
3803.001	-1	10133
3804.001	3	10137
3805.001	-2	10132
3806.001	3	10137
3807.001	-3	10132
3808.001	3	10137
3809.001	-3	10132
3810.001	3	10137
3811.001	3	10138
3812.001	3	10139
3813.001	-4	10133
3814.001	7	10142
3815.001	-4	10133
3816.001	6	10142
3817.001	-5	10133
3818.001	6	10143
3819.001	-5	10133
3820.001	-1	10136
3821.001	0	10137
3822.001	8	10145
3823.001	-6	10133
3824.001	5	10142
3825.001	-6	10133
3826.001	5	10142
3827.001	-5	10133
3828.001	-1	10136
3829.001	1	10138
3830.001	0	10137
3831.001	1	10138
3832.001	1	10138
3833.001	0	10137
3834.001	0	10137
3835.001	-6	10131
3836.001	0	10136
3837.001	-4	10132
3838.001	8	10142
3839.001	-4	10133
3840.001	1	10137
3841.001	2	10138
3842.001	1	10138
3843.001	1	10138
3844.001	1	10138
3845.001	0	10137
3846.001	0	10137
3847.001	1	10138
3848.001	-7	10131
3849.001	6	10142
3850.001	2	10139
3851.001	-6	10132
3852.001	6	10142
3853.001	-6	10132
3854.001	0	10136
3855.001	-5	10131
3856.001	8	10143
3857.001	-4	10133
3858.001	6	10142
3859.001	-4	10134
3860.001	0	10137
3861.001	0	10137
3862.001	8	10145
3863.001	1	10140
3864.001	-2	10137
3865.001	-1	10138
3866.001	-1	10137
3867.001	5	10143
3868.001	-7	10133
3869.001	4	10141
3870.001	-6	10133
3871.001	-1	10136
3872.001	7	10144
3873.001	-6	10133
3874.001	-1	10136
3875.001	-5	10132
3876.001	7	10142
3877.001	-4	10133
3878.001	7	10143
3879.001	-5	10133
3880.001	0	10137
3881.001	-6	10131
3882.001	7	10142
3883.001	-3	10134
3884.001	7	10143
3885.001	-5	10133
3886.001	6	10143
3887.001	1	10139
3888.001	5	10144
3889.001	-1	10139
3890.001	-2	10138
3891.001	-2	10137
3892.001	4	10143
3893.001	5	10145
3894.001	-2	10139
3895.001	3	10144
3896.001	-10	10132
3897.001	2	10141
3898.001	-1	10138
3899.001	5	10144
3900.001	-2	10138
3901.001	-3	10137
3902.001	-2	10137
3903.001	-1	10137
3904.001	-1	10137
3905.001	-1	10137
3906.001	6	10143
3907.001	-6	10133
3908.001	5	10142
3909.001	0	10139
3910.001	-2	10137
3911.001	-1	10137
3912.001	5	10143
3913.001	6	10146
3914.001	-2	10139
3915.001	-4	10137
3916.001	-3	10137
3917.001	5	10144
3918.001	-8	10132
3919.001	4	10142
3920.001	-7	10132
3921.001	5	10142
3922.001	1	10139
3923.001	-7	10132
3924.001	-2	10135
3925.001	1	10137
3926.001	2	10138
3927.001	1	10138
3928.001	7	10144
3929.001	1	10140
3930.001	-2	10138
3931.001	-2	10137
3932.001	-8	10130
3933.001	-1	10135
3934.001	-5	10131
3935.001	2	10136
3936.001	-3	10132
3937.001	3	10137
3938.001	10	10145
3939.001	-10	10128
3940.001	6	10141
3941.001	-4	10133
3942.001	1	10136
3943.001	9	10145
3944.001	-5	10133
3945.001	0	10137
3946.001	0	10137
3947.001	1	10138
3948.001	7	10144
3949.001	-6	10133
3950.001	-2	10135
3951.001	7	10144
3952.001	-6	10133
3953.001	-1	10136
3954.001	-6	10131
3955.001	7	10142
3956.001	2	10139
3957.001	-6	10132
3958.001	0	10136
3959.001	1	10137
3960.001	2	10138
3961.001	7	10144
3962.001	-5	10134
3963.001	-2	10135
3964.001	0	10137
3965.001	1	10138
3966.001	1	10138
3967.001	6	10143
3968.001	1	10140
3969.001	-8	10132
3970.001	4	10141
3971.001	-6	10132
3972.001	5	10142
3973.001	1	10139
3974.001	-7	10131
3975.001	-1	10135
3976.001	8	10144
3977.001	-5	10133
3978.001	6	10143
3979.001	-6	10133
3980.001	5	10142
3981.001	1	10139
3982.001	6	10145
3983.001	-8	10132
3984.001	4	10142
3985.001	5	10144
3986.001	-8	10133
3987.001	-3	10135
3988.001	6	10143
3989.001	0	10139
3990.001	-2	10137
3991.001	-2	10137
3992.001	-1	10137
3993.001	6	10144
3994.001	-7	10133
3995.001	5	10142
3996.001	0	10139
3997.001	-2	10137
3998.001	-1	10137
3999.001	5	10143
4000.001	-7	10133
4001.001	-2	10135
4002.001	7	10144
4003.001	-6	10133
4004.001	-1	10136
4005.001	0	10137
4006.001	-6	10131
4007.001	1	10136
4008.001	-4	10131
4009.001	2	10136
4010.001	10	10145
4011.001	-10	10128
4012.001	6	10141
4013.001	-10	10127
4014.001	1	10135
4015.001	10	10144
4016.001	-9	10128
4017.001	1	10135
4018.001	10	10144
4019.001	-4	10133
4020.001	0	10136
4021.001	2	10138
4022.001	-12	10125
4023.001	1	10134
4024.001	-3	10131
4025.001	5	10138
4026.001	4	10138
4027.001	4	10139
4028.001	-5	10132
4029.001	2	10137
4030.001	-5	10131
4031.001	2	10136
4032.001	4	10139
4033.001	-4	10132
4034.001	8	10143
4035.001	3	10140
4036.001	-6	10132
4037.001	-1	10135
4038.001	1	10137
4039.001	-4	10132
4040.001	7	10142
4041.001	3	10140
4042.001	-6	10132
4043.001	-1	10135
4044.001	-5	10131
4045.001	8	10142
4046.001	3	10140
4047.001	-6	10132
4048.001	0	10136
4049.001	8	10144
4050.001	-5	10133
4051.001	-1	10136
4052.001	-5	10132
4053.001	7	10142
4054.001	2	10139
4055.001	1	10139
4056.001	-1	10137
4057.001	0	10138
4058.001	0	10138
4059.001	-1	10137
4060.001	-6	10131
4061.001	6	10142
4062.001	2	10139
4063.001	-6	10132
4064.001	-1	10135
4065.001	8	10144
4066.001	-5	10133
4067.001	-1	10136
4068.001	1	10138
4069.001	-6	10131
4070.001	8	10143
4071.001	-4	10133
4072.001	-7	10129
4073.001	1	10135
4074.001	4	10138
4075.001	-4	10132
4076.001	2	10136
4077.001	-3	10132
4078.001	3	10137
4079.001	3	10138
4080.001	2	10138
4081.001	2	10139
4082.001	1	10138
4083.001	-6	10131
4084.001	0	10136
4085.001	2	10138
4086.001	-5	10131
4087.001	1	10136
4088.001	3	10138
4089.001	-4	10132
4090.001	2	10137
4091.001	3	10138
4092.001	-5	10131
4093.001	2	10137
4094.001	2	10137
4095.001	-4	10132
4096.001	2	10137
4097.001	2	10137
4098.001	-4	10132
4099.001	2	10137
4100.001	3	10138
4101.001	2	10138
4102.001	-5	10132
4103.001	0	10135
4104.001	2	10137
4105.001	-4	10132
4106.001	2	10137
4107.001	3	10138
4108.001	-11	10125
4109.001	1	10134
4110.001	5	10138
4111.001	-3	10132
4112.001	3	10137
4113.001	4	10139
4114.001	-10	10126
4115.001	1	10134
4116.001	5	10138
4117.001	-2	10133
4118.001	2	10136
4119.001	10	10145
4120.001	-3	10135
4121.001	0	10137
4122.001	7	10144
4123.001	0	10139
4124.001	-8	10131
4125.001	-1	10136
4126.001	1	10137
4127.001	-5	10132
4128.001	7	10142
4129.001	3	10140
4130.001	-6	10132
4131.001	5	10141
4132.001	2	10140
4133.001	-1	10137
4134.001	0	10138
4135.001	-7	10131
4136.001	6	10142
4137.001	-12	10126
4138.001	0	10134
4139.001	3	10137
4140.001	4	10139
4141.001	-11	10125
4142.001	2	10135
4143.001	4	10138
4144.001	-2	10133
4145.001	2	10136
4146.001	4	10139
4147.001	-4	10132
4148.001	-5	10130
4149.001	3	10136
4150.001	-2	10132
4151.001	3	10137
4152.001	4	10138
4153.001	-3	10133
4154.001	-5	10130
4155.001	-3	10130
4156.001	4	10136
4157.001	5	10139
4158.001	-2	10133
4159.001	2	10136
4160.001	3	10138
4161.001	3	10139
4162.001	-5	10132
4163.001	1	10136
4164.001	2	10138
4165.001	1	10137
4166.001	-5	10132
4167.001	1	10136
4168.001	3	10138
4169.001	8	10144
4170.001	2	10141
4171.001	-8	10131
4172.001	-2	10135
4173.001	1	10137
4174.001	-12	10125
4175.001	8	10141
4176.001	4	10139
4177.001	-4	10133
4178.001	1	10136
4179.001	2	10138
4180.001	2	10138
4181.001	-5	10132
4182.001	1	10136
4183.001	8	10144
4184.001	2	10140
4185.001	-7	10132
4186.001	-1	10136
4187.001	1	10137
4188.001	1	10138
4189.001	-5	10132
4190.001	0	10135
4191.001	3	10138
4192.001	2	10138
4193.001	-5	10132
4194.001	0	10135
4195.001	2	10137
4196.001	2	10138
4197.001	8	10145
4198.001	-5	10134
4199.001	-2	10135
4200.001	1	10138
4201.001	0	10137
4202.001	1	10138
4203.001	-13	10124
4204.001	7	10141
4205.001	4	10140
4206.001	2	10139
4207.001	-6	10131
4208.001	6	10142
4209.001	2	10139
4210.001	7	10145
4211.001	-7	10133
4212.001	3	10141
4213.001	0	10139
4214.001	5	10144
4215.001	-8	10132
4216.001	-3	10135
4217.001	6	10143
4218.001	-13	10126
4219.001	-1	10134
4220.001	2	10137
4221.001	-3	10132
4222.001	2	10136
4223.001	-3	10132
4224.001	2	10136
4225.001	-3	10132
4226.001	3	10137
4227.001	3	10138
4228.001	-10	10126
4229.001	2	10135
4230.001	5	10138
4231.001	4	10139
4232.001	3	10139
4233.001	2	10139
4234.001	-6	10131
4235.001	0	10136
4236.001	2	10138
4237.001	-5	10131
4238.001	1	10136
4239.001	10	10145
4240.001	-4	10134
4241.001	-1	10136
4242.001	1	10138
4243.001	1	10138
4244.001	-12	10125
4245.001	0	10134
4246.001	4	10138
4247.001	4	10139
4248.001	3	10139
4249.001	-5	10132
4250.001	1	10136
4251.001	2	10138
4252.001	2	10138
4253.001	-6	10131
4254.001	-5	10130
4255.001	2	10136
4256.001	4	10138
4257.001	-9	10126
4258.001	2	10135
4259.001	5	10138
4260.001	4	10139
4261.001	-4	10132
4262.001	-5	10130
4263.001	3	10136
4264.001	5	10139
4265.001	-10	10126
4266.001	2	10135
4267.001	5	10138
4268.001	-2	10133
4269.001	2	10136
4270.001	-3	10132
4271.001	-3	10131
4272.001	-3	10130
4273.001	5	10137
4274.001	5	10139
4275.001	-9	10126
4276.001	3	10135
4277.001	5	10138
4278.001	-2	10133
4279.001	-4	10130
4280.001	-3	10130
4281.001	5	10137
4282.001	5	10139
4283.001	-9	10126
4284.001	3	10135
4285.001	-2	10131
4286.001	5	10138
4287.001	-8	10126
4288.001	3	10135
4289.001	6	10139
4290.001	-2	10132
4291.001	-3	10131
4292.001	4	10137
4293.001	4	10138
4294.001	-3	10132
4295.001	2	10136
4296.001	4	10139
4297.001	2	10138
4298.001	-5	10132
4299.001	0	10135
4300.001	3	10138
4301.001	2	10138
4302.001	-12	10125
4303.001	1	10134
4304.001	4	10138
4305.001	4	10139
4306.001	-10	10126
4307.001	2	10135
4308.001	4	10138
4309.001	10	10145
4310.001	3	10141
4311.001	-6	10133
4312.001	-2	10135
4313.001	1	10137
4314.001	-5	10132
4315.001	1	10136
4316.001	2	10137
4317.001	2	10138
4318.001	-4	10133
4319.001	-6	10129
4320.001	2	10136
4321.001	11	10145
4322.001	3	10140
4323.001	-6	10132
4324.001	-1	10136
4325.001	1	10137
4326.001	1	10138
4327.001	-5	10132
4328.001	0	10135
4329.001	2	10137
4330.001	3	10139
4331.001	1	10138
4332.001	-6	10131
4333.001	1	10136
4334.001	2	10138
4335.001	2	10138
4336.001	-5	10132
4337.001	0	10135
4338.001	2	10137
4339.001	3	10139
4340.001	1	10138
4341.001	-6	10131
4342.001	1	10136
4343.001	2	10138
4344.001	2	10138
4345.001	1	10138
4346.001	1	10138
4347.001	-6	10131
4348.001	0	10136
4349.001	-5	10131
4350.001	8	10142
4351.001	4	10141
4352.001	-5	10133
4353.001	-1	10135
4354.001	1	10137
4355.001	2	10138
4356.001	-12	10125
4357.001	1	10134
4358.001	4	10138
4359.001	-2	10133
4360.001	-4	10130
4361.001	4	10137
4362.001	4	10138
4363.001	4	10139
4364.001	-11	10126
4365.001	1	10134
4366.001	4	10138
4367.001	-2	10133
4368.001	-4	10130
4369.001	-9	10124
4370.001	4	10134
4371.001	1	10132
4372.001	0	10132
4373.001	-7	10125
4374.001	-1	10129
4375.001	2	10131
4376.001	1	10131
4377.001	8	10138
4378.001	-6	10127
4379.001	-1	10130
4380.001	0	10131
4381.001	1	10132
4382.001	6	10137
4383.001	1	10134
4384.001	-8	10125
4385.001	4	10135
4386.001	1	10133
4387.001	6	10138
4388.001	-8	10126
4389.001	4	10135
4390.001	6	10139
4391.001	-1	10133
4392.001	3	10137
4393.001	-10	10125
4394.001	3	10135
4395.001	5	10138
4396.001	-2	10132
4397.001	3	10137
4398.001	-2	10133
4399.001	-4	10130
4400.001	3	10136
4401.001	-1	10133
4402.001	-3	10131
4403.001	4	10137
4404.001	-8	10126
4405.001	4	10135
4406.001	6	10139
4407.001	-2	10132
4408.001	-3	10131
4409.001	-9	10124
4410.001	-2	10128
4411.001	7	10137
4412.001	-5	10127
4413.001	-1	10129
4414.001	1	10131
4415.001	-5	10125
4416.001	1	10130
4417.001	9	10138
4418.001	-5	10127
4419.001	0	10130
4420.001	1	10131
4421.001	0	10131
4422.001	-5	10126
4423.001	0	10129
4424.001	-4	10125
4425.001	2	10130
4426.001	10	10138
4427.001	2	10133
4428.001	-6	10126
4429.001	-1	10129
4430.001	0	10130
4431.001	-11	10119
4432.001	1	10128
4433.001	4	10131
4434.001	11	10139
4435.001	-3	10128
4436.001	-1	10130
4437.001	1	10131
4438.001	1	10132
4439.001	-6	10125
4440.001	0	10129
4441.001	9	10138
4442.001	-11	10121
4443.001	6	10134
4444.001	2	10132
4445.001	1	10132
4446.001	-6	10125
4447.001	0	10129
4448.001	2	10131
4449.001	-5	10125
4450.001	8	10136
4451.001	2	10133
4452.001	-6	10125
4453.001	0	10130
4454.001	8	10138
4455.001	-5	10127
4456.001	5	10136
4457.001	1	10133
4458.001	5	10137
4459.001	-8	10126
4460.001	-2	10129
4461.001	6	10137
4462.001	7	10140
4463.001	-2	10133
4464.001	-4	10130
4465.001	-3	10130
4466.001	5	10137
4467.001	5	10139
4468.001	-9	10126
4469.001	-3	10129
4470.001	5	10136
4471.001	6	10139
4472.001	-9	10126
4473.001	3	10135
4474.001	-1	10132
4475.001	-2	10131
4476.001	-1	10131
4477.001	5	10137
4478.001	0	10133
4479.001	-2	10131
4480.001	-3	10130
4481.001	5	10137
4482.001	0	10133
4483.001	-3	10130
4484.001	-2	10130
4485.001	6	10138
4486.001	-7	10127
4487.001	3	10134
4488.001	0	10132
4489.001	-1	10131
4490.001	-1	10131
4491.001	5	10137
4492.001	0	10133
4493.001	-9	10124
4494.001	-2	10129
4495.001	7	10137
4496.001	-6	10126
4497.001	6	10136
4498.001	1	10133
4499.001	-1	10131
4500.001	-1	10131
4501.001	5	10137
4502.001	6	10139
4503.001	-9	10126
4504.001	3	10135
4505.001	-1	10132
4506.001	4	10137
4507.001	-8	10126
4508.001	3	10135
4509.001	6	10139
4510.001	-2	10132
4511.001	-3	10131
4512.001	4	10137
4513.001	-2	10132
4514.001	-3	10131
4515.001	-3	10130
4516.001	-1	10131
4517.001	5	10136
4518.001	0	10133
4519.001	-2	10131
4520.001	5	10137
4521.001	-1	10133
4522.001	3	10137
4523.001	-9	10125
4524.001	3	10135
4525.001	6	10139
4526.001	-1	10133
4527.001	-4	10130
4528.001	4	10137
4529.001	-2	10132
4530.001	3	10137
4531.001	-2	10132
4532.001	-4	10130
4533.001	4	10137
4534.001	5	10139
4535.001	-3	10132
4536.001	-4	10130
4537.001	3	10136
4538.001	4	10138
4539.001	4	10139
4540.001	2	10139
4541.001	-12	10125
4542.001	0	10134
4543.001	4	10138
4544.001	-2	10133
4545.001	-4	10130
4546.001	-3	10130
4547.001	5	10137
4548.001	5	10139
4549.001	-2	10133
4550.001	-4	10130
4551.001	-3	10130
4552.001	4	10136
4553.001	-8	10126
4554.001	4	10135
4555.001	6	10138
4556.001	6	10140
4557.001	-10	10126
4558.001	-4	10129
4559.001	4	10136
4560.001	-1	10132
4561.001	-1	10132
4562.001	4	10136
4563.001	6	10140
4564.001	-9	10126
4565.001	2	10135
4566.001	5	10138
4567.001	-9	10126
4568.001	3	10135
4569.001	-1	10132
4570.001	-2	10131
4571.001	5	10137
4572.001	-1	10133
4573.001	-2	10131
4574.001	-2	10131
4575.001	5	10137
4576.001	-8	10126
4577.001	4	10135
4578.001	0	10132
4579.001	-1	10131
4580.001	-8	10124
4581.001	6	10136
4582.001	1	10132
4583.001	0	10132
4584.001	-1	10131
4585.001	0	10131
4586.001	-1	10130
4587.001	-6	10125
4588.001	0	10129
4589.001	8	10137
4590.001	-11	10121
4591.001	5	10133
4592.001	3	10133
4593.001	1	10132
4594.001	0	10131
4595.001	0	10131
4596.001	7	10138
4597.001	-7	10126
4598.001	4	10135
4599.001	7	10139
4600.001	-8	10126
4601.001	3	10135
4602.001	6	10139
4603.001	-8	10127
4604.001	-4	10128
4605.001	5	10136
4606.001	-6	10127
4607.001	-2	10129
4608.001	7	10137
4609.001	0	10132
4610.001	-1	10131
4611.001	-1	10131
4612.001	5	10137
4613.001	-6	10127
4614.001	4	10135
4615.001	6	10139
4616.001	5	10139
4617.001	-10	10126
4618.001	1	10134
4619.001	-1	10132
4620.001	4	10137
4621.001	5	10139
4622.001	-10	10126
4623.001	2	10135
4624.001	-2	10131
4625.001	5	10138
4626.001	-2	10132
4627.001	-9	10125
4628.001	4	10135
4629.001	0	10132
4630.001	5	10137
4631.001	-1	10133
4632.001	-2	10131
4633.001	4	10137
4634.001	5	10139
4635.001	4	10139
4636.001	-11	10126
4637.001	1	10134
4638.001	4	10138
4639.001	4	10139
4640.001	-10	10126
4641.001	2	10135
4642.001	11	10145
4643.001	4	10141
4644.001	0	10138
4645.001	-13	10125
4646.001	0	10134
4647.001	9	10143
4648.001	4	10141
4649.001	0	10138
4650.001	0	10138
4651.001	-7	10131
4652.001	-1	10135
4653.001	8	10144
4654.001	-11	10127
4655.001	0	10135
4656.001	2	10137
4657.001	10	10145
4658.001	2	10140
4659.001	-8	10131
4660.001	-1	10136
4661.001	1	10137
4662.001	1	10138
4663.001	1	10138
4664.001	-5	10132
4665.001	0	10136
4666.001	8	10144
4667.001	2	10140
4668.001	-7	10132
4669.001	-7	10130
4670.001	0	10134
4671.001	4	10138
4672.001	3	10139
4673.001	-11	10126
4674.001	1	10134
4675.001	4	10138
4676.001	4	10139
4677.001	3	10139
4678.001	1	10138
4679.001	-12	10125
4680.001	0	10134
4681.001	4	10138
4682.001	4	10139
4683.001	3	10139
4684.001	-5	10132
4685.001	-5	10130
4686.001	2	10136
4687.001	-3	10131
4688.001	3	10137
4689.001	-2	10132
4690.001	-4	10130
4691.001	4	10137
4692.001	-2	10132
4693.001	4	10137
4694.001	4	10138
4695.001	-3	10133
4696.001	2	10137
4697.001	-4	10131
4698.001	-4	10130
4699.001	3	10136
4700.001	-1	10133
4701.001	3	10137
4702.001	-2	10132
4703.001	3	10137
4704.001	3	10138
4705.001	-10	10126
4706.001	2	10135
4707.001	-1	10132
4708.001	4	10137
4709.001	-2	10132
4710.001	-9	10125
4711.001	-3	10128
4712.001	-6	10124
4713.001	1	10129
4714.001	3	10131
4715.001	3	10132
4716.001	-11	10119
4717.001	1	10128
4718.001	4	10131
4719.001	10	10138
4720.001	-4	10127
4721.001	0	10130
4722.001	1	10131
4723.001	1	10132
4724.001	7	10138
4725.001	-6	10127
4726.001	-2	10129
4727.001	0	10131
4728.001	0	10131
4729.001	-5	10126
4730.001	0	10129
4731.001	9	10138
4732.001	2	10134
4733.001	-1	10131
4734.001	-8	10124
4735.001	-1	10129
4736.001	2	10131
4737.001	2	10132
4738.001	-6	10125
4739.001	1	10130
4740.001	9	10138
4741.001	2	10134
4742.001	-7	10125
4743.001	-2	10128
4744.001	1	10131
4745.001	8	10138
4746.001	-5	10127
4747.001	-1	10130
4748.001	0	10131
4749.001	7	10138
4750.001	0	10133
4751.001	-7	10126
4752.001	4	10135
4753.001	7	10139
